Razão social,CNPJ,Classificação
SERRARIA POLETTI LTDA,45.290.681/0001-08,Consumidor Especial
SERRARIA RIO VERDE LTDA,79.235.917/0001-25,Consumidor Especial
3S POUSO ALEGRE S.A.,13.099.762/0002-10,Consumidor Especial
SERT PLAST INDUSTRIA E COMERCIO LTD,64.851.884/0001-70,Consumidor Especial
SERTEX FIACAO E TECELAGEM LTD,03.126.940/0001-10,Consumidor Especial
SERVICE METAL RIBEIRAO EIRELI,11.007.902/0001-76,Consumidor Especial
LABORATORIOS SERVIER DO BRASIL LTD,42.374.207/0001-76,Consumidor Especial
SERYA ALIMENTOS LTDA,09.613.040/0001-83,Consumidor Especial
SERZEGRAF INDUSTRIA EDITORA GRAFICA LTD,85.053.296/0001-61,Consumidor Especial
SOCIEDADE DE ENSINO SUPERIOR PIAUIENSE LTD,03.190.773/0001-76,Consumidor Especial
SERVICO SOCIAL DA INDUSTRIA| DEPARTAMENTO REGIONAL DE MINAS GERAIS (SESI / DRMG,03.773.834/0001-28,Consumidor Especial
SERVICO SOCIAL DA INDUSTRIA -SES,03.851.171/0001-12,Consumidor Especial
SERVICO SOCIAL DA INDUSTRIA SES,03.775.159/0001-76,Consumidor Especial
SESPO INDUSTRIA E COMERCIO LIMITAD,50.464.692/0001-05,Consumidor Especial
SOCIEDADE DE ENSINO SUPERIOR E DE PESQUISA DE SERGIPE LTDA - SESP,06.787.789/0001-59,Consumidor Especial
SETA SA EXTRATIVA TANINO DE ACACI,89.717.268/0001-52,Consumidor Especial
SIDERURGICA SETEGUSA EIRELI,30.554.734/0001-83,Consumidor Especial
CONDOMINIO CENTRO EMPRESARIAL BERRIN,11.979.386/0001-41,Consumidor Especial
LINHAS SETTA LTDA,60.887.189/0001-08,Consumidor Especial
SEVEN - ADMINISTRACAO E PARTICIPACAO LTD,02.139.652/0001-37,Consumidor Especial
SEW-EURODRIVE BRASIL LTDA,50.981.018/0009-47,Consumidor Especial
SEW-EURODRIVE BRASIL LTDA,50.981.018/0001-90,Consumidor Especial
SFBC PARTICIPACOES LTDA,38.652.462/0001-66,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0111-78,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0117-63,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0120-69,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0107-91,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0039-06,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0004-86,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0005-67,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0042-01,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0091-90,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0084-60,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0090-09,Consumidor Especial
CONDOMINIO DO SAO GONCALO SHOPPING RI,06.068.650/0001-55,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0059-50,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0034-00,Consumidor Especial
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTD,61.064.838/0086-22,Consumidor Especial
SGS GEOSOL LABORATORIOS LTDA,02.417.115/0001-01,Consumidor Especial
SGT FORJADOS INDUSTRIA LTDA,54.598.370/0001-00,Consumidor Especial
VERALLIA BRASIL S.A.,60.853.942/0013-88,Consumidor Especial
SHELL BRASIL PETROLEO LTDA,10.456.016/0001-67,Consumidor Especial
COMPANHIA PALMARES HOTEIS E TURISM,33.791.591/0001-11,Consumidor Especial
RESERVA DO PAIVA PE 04 - EMPREENDIMENTO IMOBILIARIO S/,13.503.618/0001-16,Consumidor Especial
GMENDES HOTEIS E PARTICIPACOES LTD,22.500.917/0001-98,Consumidor Especial
HOTELARIA PRAIA COMPRIDA LTDA,08.805.504/0001-90,Consumidor Especial
SHERWIN-WILLIAMS DO BRASIL INDUSTRIA E COMERCIO LTDA,60.872.306/0001-60,Consumidor Especial
SHIBATA CACAPAVA ATACADO E VAREJO DE MERCADORIAS EM GERAL LTD,15.061.363/0001-04,Consumidor Especial
SHIBATA COMERCIAL ATACADISTA DE MERCADORIAS EM GERAL LTD,09.358.143/0001-44,Consumidor Especial
SHIBATA COMERCIO E ATACADO DE PRODUTOS EM GERAL LTD,20.276.483/0001-69,Consumidor Especial
SK SUPERMERCADOS LTDA,17.349.548/0001-44,Consumidor Especial
SUPERMERCADO SHIBATA LTDA,48.093.892/0001-49,Consumidor Especial
SUPERMERCADO SHIBATA TAUBATE LTD,07.424.394/0001-54,Consumidor Especial
SHIBATA COMERCIO E ATACADO DE PRODUTOS EM GERAL LTD,20.276.483/0003-20,Consumidor Especial
SUPERMERCADO SHIBATA JACAREI LTDA,50.472.851/0001-05,Consumidor Especial
SHIMAZU ARTEFATOS  DE  CERAMICA  LTD,56.865.082/0001-91,Consumidor Especial
CONDOMINIO CIVIL DO BLOCO ''A'' DO SHOPPING CENTER 3 AMERICA,08.236.393/0001-49,Consumidor Especial
ASSOCIACAO DE LOJISTAS DO AVENIDA CENTER MARING,80.896.137/0001-05,Consumidor Especial
CONDOMINIO COMERCIAL DO BALNEARIO CAMBORIU SHOPPIN,09.002.565/0001-82,Consumidor Especial
CONDOMINIO BANGU SHOPPING,28.811.773/0001-77,Consumidor Especial
CONDOMINIO BLUMENAU NORTE SHOPPIN,26.469.651/0001-19,Consumidor Especial
CONDOMINIO BOAVISTA SHOPPING,06.261.948/0001-87,Consumidor Especial
CONDOMINIO SHOPPING CENTER BOSQUE DOS IPE,22.604.658/0001-45,Consumidor Especial
CDG CENTRO COMERCIAL LTDA.,02.961.306/0001-30,Consumidor Especial
ASSOCIACAO DO BRAGANCA GARDEN SHOPPIN,23.743.547/0001-82,Consumidor Especial
ASSOCIACAO DO VIA CAFE GARDEN SHOPPIN,23.066.373/0001-60,Consumidor Especial
CONDOMINIO SHOPPING CAMPO LIMP,08.140.551/0001-62,Consumidor Especial
CONDOMINIO DO EDIFICIO CARIRI SHOPPING CENTE,03.575.205/0001-93,Consumidor Especial
CONDOMINIO DO EDIFICIO DO SHOPPING CENTER DA GAVE,28.248.938/0001-44,Consumidor Especial
CONDOMINIO DO SHOPPING CIDADE,38.723.904/0001-18,Consumidor Especial
CONDOMINIO SHOPPING CENTER CIDADE DAS FLORE,00.107.799/0001-10,Consumidor Especial
CONDOMINIO CITTA AMERICA,03.496.829/0001-15,Consumidor Especial
CONDOMINIO SHOPPING COLINAS,01.930.701/0001-92,Consumidor Especial
CONDOMINIO CONTINENTE PARK SHOPPIN,20.211.636/0001-90,Consumidor Especial
CONDOMINIO DO CRICIUMA SHOPPING CENTE,01.453.070/0001-68,Consumidor Especial
CONDOMINIO COMPLEXO SHOPPING CURITIB,01.426.138/0001-10,Consumidor Especial
SC2 MARANHAO LOCACAO DE CENTROS COMERCIAIS S.A,09.653.566/0001-97,Consumidor Especial
CONDOMINIO DO SHOPPING DEL RE,65.161.515/0001-19,Consumidor Especial
SUBCONDOMINIO DO ESPLANADA SHOPPING CENTE,66.844.820/0001-78,Consumidor Especial
SHOPPING ESTACAO GOIANIA EMPREENDIMENTOS E EVENTOS S/,06.017.828/0001-39,Consumidor Especial
CONDOMINIO FAROL SHOPPING,08.258.075/0001-89,Consumidor Especial
CONDOMINIO SHOPPING CENTER FIEST,01.086.379/0001-67,Consumidor Especial
CONDOMINIO FLORIANOPOLIS SHOPPING CENTE,09.541.728/0001-03,Consumidor Especial
FREI CANECA COMERCIAL LTDA,04.346.338/0001-50,Consumidor Especial
ASSOCIACAO DO ITAQUA GARDEN SHOPPIN,26.213.899/0001-14,Consumidor Especial
CONDOMINIO GOIABEIRAS SHOPPING CENTE,33.711.029/0001-30,Consumidor Especial
SUBCONDOMINIO DO CENTRO COMERCIAL DO SHOPPING CENTER IGUATEMI CAXIA,01.868.136/0001-80,Consumidor Especial
CONDOMINIO ORDINARIO DO SHOPPING INTERLAR ARICANDUV,02.211.656/0001-89,Consumidor Especial
CONDOMINIO SHOPPING CENTER ITAGUAC,83.816.694/0001-67,Consumidor Especial
SHOPPING CENTER ITAPECERICA DA SERRA S.A,03.996.434/0001-81,Consumidor Especial
CONDOMINIO WTORRE JK,10.915.358/0001-06,Consumidor Especial
CONDOMINIO DO JOINVILLE GARTEN SHOPPIN,24.649.850/0001-83,Consumidor Especial
ASSOCIACAO DO JUA GARDEN SHOPPING,22.647.489/0001-20,Consumidor Especial
ASSOCIACAO DO LAGES GARDEN SHOPPIN,20.659.994/0001-60,Consumidor Especial
CONDOMINIO ORDINARIO DO SHOPPING LESTE ARICANDUV,01.597.336/0001-46,Consumidor Especial
CONDOMINIO CIVIL CENTER SHOP SAO BERNARD,71.538.367/0001-01,Consumidor Especial
SC2 SHOPPING CARIACICA LTDA,09.616.801/0001-50,Consumidor Especial
COND. DO EDIFICIO MUELLER SHOPPING CENTER DE JOINVILL,01.154.428/0001-51,Consumidor Especial
CONDOMINIO COMERCIAL DO SHOPPING CENTER NEUMARKT BN,01.172.255/0001-02,Consumidor Especial
ASSOCIACAO DO CONDOMINIO SHOPPING NOVA IGUAC,21.545.281/0001-38,Consumidor Especial
SUBCONDOMINIO PRAIA DE BELAS SHOPPING CENTE,94.347.283/0001-96,Consumidor Especial
FAC CENTROS COMERCIAIS S/A,02.768.258/0001-68,Consumidor Especial
PASSO FUNDO SHOPPING EMPREENDIMENTOS S.A,20.220.538/0001-19,Consumidor Especial
CONDOMINIO DO SHOPPING PATIO ARAPIRAC,18.235.741/0001-17,Consumidor Especial
CONDOMINIO EDILICIO SHOPPING PATIO MACEI,11.862.955/0001-74,Consumidor Especial
CONDOMINIO SHOPPING CENTER PENH,67.969.964/0001-13,Consumidor Especial
CONDOMINIO SHOPPING CENTER PLAZA SU,00.787.330/0001-79,Consumidor Especial
CONDOMINIO POLO MODA SHOPPING DA PRONTA ENTREG,67.970.954/0001-06,Consumidor Especial
CONDOMINIO PORTAL SUL SHOPPING,22.861.051/0001-40,Consumidor Especial
SHOPPING PRACA NOVA SANTA MARI,29.014.281/0001-13,Consumidor Especial
CONDOMINIO CIVIL VOLUNTARIO DO OUTLET PREMIUM SAO PAUL,10.830.864/0001-94,Consumidor Especial
SC2 SHOPPING RIO POTY LTDA,12.404.376/0001-40,Consumidor Especial
CONDOMINIO SHOPPING RIOMAR,32.752.602/0001-91,Consumidor Especial
EDIFICIO SANTA MARIA SHOPPING,02.759.271/0001-50,Consumidor Especial
SHOPPING CENTER SANTO ANDRE LTDA,55.044.341/0001-50,Consumidor Especial
CONDOMINIO DO SHOPPING SETE LAGOA,23.820.713/0001-05,Consumidor Especial
CONDOMINIO DO SHOPPING CENTER UBERAB,03.038.362/0001-60,Consumidor Especial
ASSOCIACAO DO VIA VALE GARDEN SHOPPIN,16.830.406/0001-31,Consumidor Especial
CONDOMINIO DO SHOPPING VITORIA,39.780.879/0001-77,Consumidor Especial
CONDOMINIO WEST PLAZA SHOPPING CENTER,09.043.953/0001-01,Consumidor Especial
CONDOMINIO DO EDIFICIO ILHA PLAZA SHOPPING CENTE,68.568.419/0001-88,Consumidor Especial
CONDOMINIO DO SHOPPING DO VAL,00.995.983/0001-43,Consumidor Especial
AGUAS LINDAS SHOPPING,24.157.581/0001-38,Consumidor Especial
ASSOCIACAO DOS EMPREENDEDORES E CESSIONARIOS DO SHOPPING ALL BRA,19.394.735/0001-75,Consumidor Especial
CONDOMINIO SHOPPING BENFICA,05.206.443/0001-57,Consumidor Especial
SHOPPING CENTER BENTO GONCALVES,04.400.814/0001-74,Consumidor Especial
CONDOMINIO CIVIL VOLUNTARIO DO ''SHOPPING BONSUCESSO',17.082.930/0001-34,Consumidor Especial
CONDOMINIO SHOPPING BOUGAINVILLE,09.332.238/0001-99,Consumidor Especial
BURITI SHOPPING RIO VERDE,24.130.714/0001-82,Consumidor Especial
CONDOMINIO DE ADMINISTRACAO DO BURITI SHOPPING GUAR,20.423.203/0001-06,Consumidor Especial
ASSOCIACAO SHOPPING BURITI MOG,21.153.060/0001-14,Consumidor Especial
SUBCONDOMINIO CAMARA SHOPPING CENTE,32.899.175/0001-79,Consumidor Especial
CONDOMINIO DO CASTANHEIRA SHOPPING CENTE,02.287.538/0001-54,Consumidor Especial
CONDOMINIO SHOPPING CENTER GALLERI,01.529.699/0001-44,Consumidor Especial
CONDOMINIO SHOPPING CENTER LAP,53.817.748/0001-48,Consumidor Especial
CONDOMINIO SHOPPING CENTER PIEDAD,13.792.742/0001-49,Consumidor Especial
CONDOMINIO SHOPPING CENTER CERRAD,24.357.174/0001-74,Consumidor Especial
CONDOMINIO DO SHOPPING CIDADE DOS LAGO,30.712.938/0001-03,Consumidor Especial
AKO ADMINISTRADORA DE IMOVEIS LTD,14.402.379/0001-70,Consumidor Especial
ASSOCIACAO DOS LOJISTAS DO SHOPPING CIDADE - ALOS,06.204.573/0001-13,Consumidor Especial
CIDADE NORTE PARTICIPACOES E ADMINISTRACAO SPE LTD,13.473.271/0001-06,Consumidor Especial
SHOPPING CIDADE - SOROCABA,13.655.148/0001-06,Consumidor Especial
SUBCONDOMINIO SHOPPING CIDADE SAO PAUL,21.314.882/0001-30,Consumidor Especial
CONDOMINIO SHOPPING CONQUISTA SU,08.086.149/0001-47,Consumidor Especial
CONDOMINIO SHOPPING CENTER ''D',00.087.900/0001-18,Consumidor Especial
FAIAS PAIVA ADMINISTRACAO E PARTICIPACOES S.A,10.600.870/0001-55,Consumidor Especial
LVF EMPREENDIMENTOS LTDA,06.105.453/0001-69,Consumidor Especial
OCEANOS INVESTIMENTOS IMOBILIARIOS LTD,05.695.860/0001-00,Consumidor Especial
CONDOMINIO DO SHOPPING CENTER GUARARAPE,41.090.689/0001-70,Consumidor Especial
CONDOMINIO SHOPPING IGARASSU,31.794.665/0001-48,Consumidor Especial
SUBCONDOMINIO ITABORAI PLAZA,20.042.660/0001-42,Consumidor Especial
CONDOMINIO SHOPPING ITAIGARA,13.501.226/0001-18,Consumidor Especial
CONDOMINIO DO ITAIPU MULTICENTER,03.352.782/0001-16,Consumidor Especial
CONDOMINIO DO SHOPPING CENTER JARDIN,02.296.771/0001-01,Consumidor Especial
ASSOCIACAO VILLA JEQUITIMAR,08.961.824/0001-30,Consumidor Especial
CONDOMINIO DO JEQUITIBA PLAZA SHOPPIN,03.932.417/0001-80,Consumidor Especial
CONDOMINIO DO SHOPPING LAJEADO,18.721.391/0001-07,Consumidor Especial
CONDOMINIO SHOPPING CENTER LAP,01.143.325/0001-96,Consumidor Especial
ASSOCIACAO DO SHOPPING LIGHT,23.537.156/0001-01,Consumidor Especial
PATIO LIMEIRA SHOPPING,07.348.740/0001-62,Consumidor Especial
SHOPPING METRO ITAQUERA,10.341.684/0001-49,Consumidor Especial
SC2 SHOPPING PARA LTDA,14.097.230/0001-25,Consumidor Especial
METROPOLITANO ADMINISTRADORA LTD,17.799.741/0001-87,Consumidor Especial
REAL EMPREENDIMENTOS S A,92.213.552/0001-04,Consumidor Especial
SC2 SHOPPING MONTSERRAT S.A,14.723.899/0001-85,Consumidor Especial
CASC ADMINISTRADORA DE SHOPPING CENTERS S/,76.694.983/0001-75,Consumidor Especial
ADMINISTRADORA SHOPPING NOVA AMERICA LTD,00.078.218/0001-69,Consumidor Especial
CONDOMINIO OPERACIONAL DO SHOPPING OIAPOQU,11.374.715/0001-20,Consumidor Especial
"COSTA &amp, BASSO IMOVEIS LTD",21.612.448/0001-36,Consumidor Especial
CONDOMINIO DO COMPLEXO IMOBILIARIO PARAGE,07.615.240/0001-40,Consumidor Especial
CONSORCIO SHOPPING PARANGABA,18.788.033/0001-03,Consumidor Especial
SHOPPING PARK SUL S.A.,14.148.519/0001-26,Consumidor Especial
GARDA EMPREENDIMENTOS E PARTICIPACOES S/,10.477.737/0001-53,Consumidor Especial
CONDOMINIO DO PATIO BRASIL SHOPPIN,02.262.656/0001-08,Consumidor Especial
SHOPPING PATIO PINDA EMPREENDIMENTOS IMOBILIARIOS LTDA,11.158.171/0001-60,Consumidor Especial
CONDOMINIO DO MALL,02.236.246/0001-92,Consumidor Especial
CONDOMINIO OPERACIONAL DO MINAS SUL SHOPPIN,07.626.049/0001-01,Consumidor Especial
CONDOMINIO SHOPPING PRACA NOVA ARACATUB,22.990.102/0001-34,Consumidor Especial
SETOR LOJAS DO CONDOMINIO DO EDIFICIO RIO FLAT SERVIC,29.269.792/0001-86,Consumidor Especial
CONDOM CIVIL SHOPPING CENTER RIVIERA DE SAO LOURENC,64.609.928/0001-50,Consumidor Especial
CONDOMINIO SHOPPING ROYAL PLAZA LONDRIN,00.908.059/0001-82,Consumidor Especial
MANAUS SHOPPING SAO JOSE LTDA,03.497.860/0001-70,Consumidor Especial
CONDOMINIO DO SHOPPING SUL,74.155.474/0001-49,Consumidor Especial
CONDOMINIO TAUBATE SHOPPING CENTE,57.532.665/0001-63,Consumidor Especial
SHOPPING TRES LAGOAS LTDA,13.335.046/0001-03,Consumidor Especial
CONDOMINIO DO CONJUNTO DO SHOPPING DO VALE DO AC,02.632.185/0001-82,Consumidor Especial
ASSOCIACAO DOS EMPREENDEDORES E CESSIONARIOS DO SHOPPING VAUTIE,12.612.705/0001-49,Consumidor Especial
ASSOCIACAO DO SHOPPING VAUTIER PREMIU,26.186.587/0001-69,Consumidor Especial
CONDOMINIO DO CONJUNTO COMERCIAL SHOPPING VIA CATARIN,12.202.724/0001-05,Consumidor Especial
HGF EXTRADA HIPER SHOPPING EIREL,04.492.129/0001-15,Consumidor Especial
FUNDO DE INVESTIMENTO IMOBILIARIO PHORBI,10.456.799/0001-89,Consumidor Especial
CONDOMINIO SHOPPING CENTER PIRACICAB,55.349.526/0001-73,Consumidor Especial
CONSORCIO CIDADE JARDIM SHOPS,35.538.280/0001-70,Consumidor Especial
SHOPPING SAO JOSE LTDA,76.639.798/0001-88,Consumidor Especial
SIPCAM NICHINO BRASIL S.A.,23.361.306/0001-79,Consumidor Especial
SICAD DO BRASIL FITAS AUTO ADESIVAS LTD,02.485.346/0001-52,Consumidor Especial
SIDERURGICA CATARINENSE LTDA,83.663.625/0001-60,Consumidor Especial
SIDERCENTRO FERRO E ACO LTDA,01.977.472/0001-61,Consumidor Especial
SIDERCOP SIDERURGIA LTDA,29.789.202/0001-46,Consumidor Especial
SIDERMIN - SIDERURGICA MINEIRA LTD,04.735.087/0001-04,Consumidor Especial
SIDERQUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS S.,73.586.976/0001-61,Consumidor Especial
SIDERURGICA FENIX LTDA,05.826.942/0002-28,Consumidor Especial
SIDERURGICA SAO JOAQUIM SOCIEDADE ANONIM,45.365.541/0001-51,Consumidor Especial
SIDOR INDUSTRIA E COMERCIO LTD,61.064.846/0001-80,Consumidor Especial
SIDORE INDUSTRIA E COMERCIO DE REFRIGERANTES E AGUAS MINERAIS LTD,01.115.454/0001-70,Consumidor Especial
SIEMENS ENERGY BRASIL LTDA.,44.013.159/0001-16,Consumidor Especial
SIEMENS INFRAESTRUTURA E INDUSTRIA LTDA,34.776.007/0001-11,Consumidor Especial
SIEMENS HEALTHCARE DIAGNOSTICOS LTDA,01.449.930/0001-90,Consumidor Especial
SIER MOVEIS LTDA,38.705.406/0001-42,Consumidor Especial
SIERRA MOVEIS LTDA,92.726.785/0001-00,Consumidor Especial
SIG COMBIBLOC DO BRASIL LTDA,01.861.489/0001-59,Consumidor Especial
SIDERURGICA GAFANHOTO EIRELI,20.141.438/0001-05,Consumidor Especial
SIGELO EIRELI,01.685.419/0001-97,Consumidor Especial
INDUSTRIA MECANICA SIGRIST IMPORTACAO E EXPORTACAO LTD,50.080.092/0001-35,Consumidor Especial
SI GROUP CRIOS RESINAS S.A,44.246.528/0001-10,Consumidor Especial
SIGVARIS DO BRASIL INDUSTRIA E COMERCIO LIMITAD,46.144.622/0001-94,Consumidor Especial
SILGAN DISPENSING SYSTEMS BRAZIL INDUSTRIA DE EMBALAGENS LTDA,01.795.995/0004-30,Consumidor Especial
COPASUL COOPERATIVA AGRICOLA SUL MATOGROSSENS,03.902.129/0007-79,Consumidor Especial
COPASUL COOPERATIVA AGRICOLA SUL MATOGROSSENS,03.902.129/0018-21,Consumidor Especial
SILPA PECAS E EQUIPAMENTOS LTD,87.834.099/0001-05,Consumidor Especial
SIL - PLAST INDUSTRIA DE PLASTICOS LTD,08.000.956/0001-03,Consumidor Especial
SIM ESTEARINA INDUSTRIA E COMERCIO LTD,04.942.328/0001-88,Consumidor Especial
SIMBRAEX MARMORES E GRANITOS - EIREL,07.427.584/0001-25,Consumidor Especial
SIMETALL INDUSTRIA E COMERCIO DE FERRAMENTAS LTD,87.829.495/0001-44,Consumidor Especial
TEXTIL NORBERTO SIMIONATO LTD,44.207.389/0001-16,Consumidor Especial
SIMOLDES PLASTICOS BRASIL LTDA,01.640.335/0001-37,Consumidor Especial
METALURGICA SIMONAGGIO LTDA,87.859.278/0001-05,Consumidor Especial
"SIMONAGGIO &amp, CIA LTDA.",90.055.724/0001-25,Consumidor Especial
INDUSTRIA DE MOVEIS SIMOSUL LTD,85.494.201/0001-45,Consumidor Especial
CONSTRUTORA SIMOSO LTDA,48.169.536/0001-61,Consumidor Especial
REDE SIMPATIA COMERCIO DE ALIMENTOS LTD,07.722.158/0001-14,Consumidor Especial
SIN - SISTEMA DE IMPLANTE NACIONAL S.A,04.298.106/0001-74,Consumidor Especial
SINA INDUSTRIA DE ALIMENTOS LTD,10.156.658/0002-21,Consumidor Especial
SINAGRO PRODUTOS AGROPECUARIOS S.,04.294.897/0001-64,Consumidor Especial
SINALSUL INDUSTRIA DE AUTO PECAS LTD,90.097.791/0001-02,Consumidor Especial
SINCOL SA INDUSTRIA E COMERCIO,83.053.660/0001-68,Consumidor Especial
SINCOPLASTIC INDUSTRIA E COMERCIO DE PLASTICOS LTD,00.632.761/0001-66,Consumidor Especial
CONDOMINIO DE GALPOES SINDI INVESTIMENTO,08.627.728/0001-50,Consumidor Especial
SINGER DO BRASIL INDUSTRIA E COMERCIO LTD,61.432.506/0001-64,Consumidor Especial
SINTEQUIMICA DO BRASIL LIMITADA,10.576.411/0003-45,Consumidor Especial
SINTER FUTURA LTDA,74.222.563/0001-60,Consumidor Especial
SINTERAMA DO BRASIL LTDA,04.532.470/0001-57,Consumidor Especial
SINTEX - TINTURARIA INDUSTRIAL LTD,02.209.586/0001-24,Consumidor Especial
SINTO BRASIL PRODUTOS LIMITADA.,43.735.901/0001-34,Consumidor Especial
SIOL ALIMENTOS LTDA,44.242.287/0001-31,Consumidor Especial
SIRMAX DO BRASIL COMERCIO E INDUSTRIA DE PLASTICOS LTDA,17.133.267/0001-50,Consumidor Especial
SERGIPE INDUSTRIAL TEXTIL LTD,13.006.218/0002-86,Consumidor Especial
SISA SAUIPE INDUSTRIAL S/A,11.174.306/0001-80,Consumidor Especial
FORNECEDORA JACOME COMERCIO E INDUSTRIA LTD,18.979.708/0001-00,Consumidor Especial
SKF DO BRASIL LTDA,61.077.327/0001-56,Consumidor Especial
SK RECICLAGEM LTDA,15.788.206/0001-03,Consumidor Especial
"SORVETES SKIMIL &amp, SKIMONI LTD",43.257.591/0001-90,Consumidor Especial
SKS INDUSTRIA| COMERCIO E SERVICO PARA CONSTRUCAO LTD,31.273.842/0001-40,Consumidor Especial
SKYSTONE DO BRASIL LTDA,22.134.215/0001-38,Consumidor Especial
SL CEREAIS E ALIMENTOS LTDA,81.066.938/0001-06,Consumidor Especial
SEMENTES PARANA LTDA,04.415.166/0001-20,Consumidor Especial
SLC AGRICOLA S.A.,89.096.457/0001-55,Consumidor Especial
SUPERMERCADOS ALVORADA EIRELI,17.833.301/0001-07,Consumidor Especial
SMALTICERAM UNICER DO BRASIL LTDA,02.750.009/0001-45,Consumidor Especial
SMART MODULAR TECHNOLOGIES DO BRASIL - INDUSTRIA E COMERCIO DE COMPONENTES LTDA,11.576.445/0001-30,Consumidor Especial
SMART MODULAR TECHNOLOGIES INDUSTRIA DE COMPONENTES ELETRONICOS LTDA,06.103.827/0001-07,Consumidor Especial
SHOPPING METRO BOULEVARD TATUAPE,10.254.617/0001-97,Consumidor Especial
SMH SOCIEDADE MEDICO HOSPITALAR LTD,31.160.674/0001-87,Consumidor Especial
SMR AUTOMOTIVE BRASIL LTDA.,11.554.758/0001-98,Consumidor Especial
SMS STAMP INJET METALURGICA LTD,03.420.195/0001-17,Consumidor Especial
SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS BENTO GONCALVES LTDA,94.551.850/0001-21,Consumidor Especial
SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS FORTALEZA LTDA,02.500.041/0001-72,Consumidor Especial
SNACKS PRODUTOS ALIMENTICIOS LTD,05.863.041/0001-25,Consumidor Especial
SNELLOG - ARMAZENS GERAIS E LOGISTICA LTDA,09.092.389/0001-17,Consumidor Especial
CONDOMINIO OPERACIONAL DO SHOPPING SO MARCAS OUTLE,12.429.281/0001-81,Consumidor Especial
SONACA BRASIL LTDA,04.059.223/0001-85,Consumidor Especial
SOBRAL INVICTA SOCIEDADE ANONIMA,60.594.538/0002-84,Consumidor Especial
SOBRITA INDUSTRIAL S A,27.061.563/0001-46,Consumidor Especial
SOCIEDADE DE EDUCACAO NOSSA SENHORA DO PATROCINIO LTDA,45.466.752/0001-80,Consumidor Especial
SOCEL SOCIEDADE OESTE LTDA,08.249.708/0001-92,Consumidor Especial
SOCER RB INDUSTRIA E COMERCIO LTDA,01.593.699/0001-03,Consumidor Especial
SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA BRASIL S.A,84.684.182/0001-57,Consumidor Especial
SOCIMED SERVICOS HOSPITALARES S.,01.595.799/0001-79,Consumidor Especial
ACQUA AGUA DE COCO DA AMAZONIA INDUSTRIA E COMERCIO LTDA,83.914.598/0001-51,Consumidor Especial
SOCOCO SA INDUSTRIAS ALIMENTICIAS,12.285.276/0001-42,Consumidor Especial
AMAFIBRA - FIBRAS E SUBSTRATOS AGRICOLAS DA AMAZONIA LTD,03.548.281/0001-00,Consumidor Especial
SOCOCO S/A - AGROINDUSTRIAS DA AMAZONI,05.832.555/0001-13,Consumidor Especial
SOCORRO INDUSTRIA DE BEBIDAS LTDA,12.314.267/0001-32,Consumidor Especial
SODEBO DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,17.557.354/0001-34,Consumidor Especial
SODECIA MINAS GERAIS INDUSTRIA DE COMPONENTES AUTOMOTIVOS LTD,02.454.348/0001-84,Consumidor Especial
SODECIA DA AMAZONIA LTDA,02.422.460/0001-33,Consumidor Especial
SODECIA DA BAHIA LTDA,04.095.571/0002-99,Consumidor Especial
