RAZAO,CNPJ,NOME_FANTASIA,DATA_ABERTURA,CNAE,DESCRICAO_CNAE,NATUREZA_JURIDICA,DESCRICAO_NATUREZA_JURIDICA,TIPO,TITULO,LOGRADOURO,NUMERO,COMPLEMENTO,ENDERECO,BAIRRO,CIDADE,UF,CEP,DDD1,FONE1,DDD2,FONE2,SITUACAO_CADASTRAL,MATRIZ,PORTE,FATURAMENTO_PRESUMIDO_ANUAL,QTD_PROPRIETARIO,QTD_FUNCIONARIOS
RENASCENCA INDUSTRIA DE RACOES LTDA, 18.377.598/0001-06,FRIGOLIMA,22/09/1989,1013902,Preparação de subprodutos do abate,2062,Sociedade Empresária Limitada ,FAZENDA,,RENASCENCA BR,381,KM 191,FAZ RENASCENCA BR 381 KM 191,ZONA RURAL,PERIQUITO,MG,35156000,33,32983067,33,32983380,ATIVA,1,MÉDIA,22400000,2,124
MERCURIO ALIMENTOS S/A, 11.831.785/0003-22,,01/07/2011,1011201,Frigorífico - abate de bovinos,2054,Sociedade Anônima Fechada ,RODOVIA,,PA-150,,PA CENTO E CINQUENTA,ROD PA CENTO E CINQUENTA,MARAJOARA,XINGUARA,PA,68557080,91,32768286,83,34261738,ATIVA,0,GRANDE,1500000000,3,1902
HOSPITAIS ASSOCIADOS DE PERNAMBUCO LTDA, 10.839.561/0001-32,HOSPITAL SANTA JOANA RECIFE,12/10/1966,8610101,Atividades de atendimento hospitalar| exceto pronto-socorro e unidades para atendimento a urgências,2062,Sociedade Empresária Limitada ,RUA,,JOAQUIM NABUCO,200,240 E 262 APOIO ADMINISTRATIVO,R JOAQUIM NABUCO 200 240 E 262 APOIO ADMINISTRATIVO,GRACAS,RECIFE,PE,52011906,81,21212122,81,21212211,ATIVA,1,GRANDE,172000000,7,2851
CONDOMINIO EDIFICIO PRUDENSHOPPING CENTER, 67.662.395/0001-69,,04/11/1992,8112500,Condomínios prediais,3085,Condomínio Edilício ,AVENIDA,,MANOEL GOULART,2400,,AV MANOEL GOULART 2400,VILA SANTA HELENA,PRESIDENTE PRUDENTE,SP,19060000,18,991485127,18,991470738,ATIVA,1,PEQUENA,1650000,,353
VOLARE VEICULOS LTDA, 16.865.089/0001-99,,17/09/2012,2920401,Fabricação de caminhões e ônibus,2062,Sociedade Empresária Limitada ,RODOVIA,GOVERNADOR,MARIO COVAS,,BR CENTO E UM NORTE,ROD BR CENTO E UM NORTE,LITORANEO,SAO MATEUS,ES,29932540,27,992660045,27,33124004,ATIVA,1,MÉDIA,120000000,5,498
FUNDIMISA - FUNDICAO E USINAGEM LTDA., 07.032.076/0001-48,,06/10/2004,2451200,Fundição de ferro e aço,2062,Sociedade Empresária Limitada ,RUA,,GIRUA,50,50,R GIRUA 50 50,ALIANCA,SANTO ANGELO,RS,98805540,55,999865271,55,33132051,ATIVA,1,GRANDE,172000000,4,2091
REICHHOLD DO BRASIL LTDA, 59.186.981/0001-56,,24/06/1988,2032100,Fabricação de resinas termofixas,2062,Sociedade Empresária Limitada ,AVENIDA,,AMAZONAS,1100,SL 1,AV AMAZONAS 1100 SL 1,VILA NOVA CINTRA,MOGI DAS CRUZES,SP,8744340,11,47958169,11,972811588,ATIVA,1,GRANDE,12125000,5,
FIACAO BOTUVERA LTDA, 79.012.571/0001-04,FIBLA,11/11/1985,1311100,Preparação e fiação de fibras de algodão,2062,Sociedade Empresária Limitada ,RODOVIA,,SC 486,,KM 47,ROD SC 486 SN KM 47,SALTO,BOTUVERA,SC,88370000,47,992543420,47,991606246,ATIVA,1,MÉDIA,17230000,2,201
MOVEIS RUDNICK S A, 86.046.612/0001-30,,11/08/1966,3101200,Fabricação de móveis com predominância de madeira,2054,Sociedade Anônima Fechada ,,,LEOPOLDO RUDNICK RUA,258,,LEOPOLDO RUDNICK RUA 258,OXFORD,SAO BENTO DO SUL,SC,89290000,47,991831459,47,991781391,ATIVA,1,GRANDE,90000000,4,571
PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA, 01.358.874/0001-88,PROCTER & GAMBLE,31/07/1996,4646002,Comércio atacadista de produtos de higiene pessoal,2062,Sociedade Empresária Limitada ,AVENIDA,DOUTOR,CHUCRI ZAIDAN,296,ANDAR 24 E 27 MZNINO,AVENIDA DOUTOR CHUCRI ZAIDAN 296 ANDAR 24 E 27             MZNINO                  ,VILA CORDEIRO,SAO PAULO,SP,4583110,11,953075046,11,956547328,ATIVA,1,MÉDIA,12125000,10,935
IBER-OLEFF BRASIL LTDA, 02.511.054/0001-47,,01/04/1998,2229302,Fabricação de artefatos de material plástico para usos industriais,2062,Sociedade Empresária Limitada ,RUA,,BATALHA DO RIACHUELO,150,,RUA BATALHA DO RIACHUELO 150,DISTRITO INDUSTRIAL DO LAGEADO,SALTO,SP,13329360,11,46028357,11,46028200,ATIVA,1,MÉDIA,12125000,4,800
ASSOCIACAO ANTONIO VIEIRA, 92.959.006/0008-85,UNIVERSIDADE DO VALE DO RIO DOS SINOS - UNISINOS,20/03/1970,8532500,Educação superior - graduação e pós-graduação,3999,Associação Privada,AVENIDA,,UNISINOS,950,EDIF CAMPUS UNISINOS,AVENIDA UNISINOS 950 EDIF CAMPUS UNISINOS,CRISTO REI,SAO LEOPOLDO,RS,93022750,51,34634980,51,33432466,ATIVA,0,GRANDE,440000000,1,3865
PALLETTIMBER EMBALAGENS DE MADEIRA LTDA, 20.593.206/0001-80,,16/06/2014,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,2062,Sociedade Empresária Limitada ,RUA,,JACOB BETEGA,500,,R JACOB BETEGA 500,PRQ INDUST MERCEDEZ,TURVO,PR,85150000,42,30354467,,,ATIVA,1,MÉDIA,1900000,3,133
OLIVO S/A INDUSTRIA DE PRODUTOS PARA ILUMINACAO E ELETROFERRAGENS, 30.471.204/0001-71,,16/05/2018,2731700,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,2054,Sociedade Anônima Fechada ,RUA,,GASTAO BICCA DE OLIVEIRA,100,,R GASTAO BICCA DE OLIVEIRA 100,CENTRO,SIDEROPOLIS,SC,88860000,48,21028820,,,ATIVA,1,PEQUENA,8900000,3,122
FRADE SPOT PARTICIPACOES S/A, 18.312.180/0001-02,,17/06/2013,5510801,Hotéis,2054,Sociedade Anônima Fechada ,CONDOMINIO,,FRADE,S/Nº,KM 512,CONDOMÍNIO FRADE S/Nº KM    512,FRADE (CUNHAMBEBE),ANGRA DOS REIS,RJ,23946017,24,998763705,24,998393819,ATIVA,1,MÉDIA,12125000,8,343
GERMANI ALIMENTOS LTDA, 90.058.082/0001-18,,23/08/1984,1092900,Fabricação de biscoitos e bolachas,2062,Sociedade Empresária Limitada ,RODOVIA,,BR-471,,KM 121 B INDEPENDENC,ROD BR QUATROCENTOS E SETENTA E UM KM 121 B INDEPENDENC,INDEPENDENCIA,SANTA CRUZ DO SUL,RS,96815471,51,997601099,51,997822315,ATIVA,1,MÉDIA,12125000,4,1039
EPEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA, 01.669.730/0001-42,,18/02/1997,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2062,Sociedade Empresária Limitada ,RUA,,POMERODE,2131,,R POMERODE 2131,SALTO DO NORTE,BLUMENAU,SC,89065301,47,33311300,47,33274304,ATIVA,1,GRANDE,56700000,5,226
TEXTIL J SERRANO LTDA, 49.870.173/0001-50,,10/07/1966,1323500,Tecelagem de fios de fibras artificiais e sintéticas,2062,Sociedade Empresária Limitada ,AVENIDA,,MAGALHAES DE CASTRO,4800,ANDAR 5 CONJ 51,AV MAGALHAES DE CASTRO 4800 ANDAR 5 CONJ 51,CIDADE JARDIM,SAO PAULO,SP,5676120,11,971600808,11,974013099,ATIVA,1,MÉDIA,12125000,6,9
PEDREIRAS SAO MATHEUS LAGEADO SA, 61.584.124/0001-56,,26/12/1968,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,2054,Sociedade Anônima Fechada ,ESTRADA,,IGUATEMI,5,,IGUATEMI,JARDIM PEDRA BRANCA,SAO PAULO,SP,8490500,11,947194775,11,25189201,ATIVA,1,GRANDE,17230000,2,64
PP FILME INDUSTRIA E COMERCIO DE PLASTICOS EIRELI , 10.557.461/0001-13,,16/10/2008,2222600,Fabricação de embalagens de material plástico,2305,Empresa individual de responsabilidade limitada (de Natureza Empresária),RUA,,JOSE GARCIA SOBRINHO,480,,R JOSE GARCIA SOBRINHO 480,VILA JOAO RAMALHO,MAUA,SP,9371316,11,45462666,11,44371525,ATIVA,1,MÉDIA,3400000,3,63
METALFORTE INDUSTRIA METALURGICA LTDA, 02.109.049/0001-02,,04/06/1976,2599399,Fabricação de outros produtos de metal não especificados anteriormente,2062,Sociedade Empresária Limitada ,RODOVIA,,BR-153,,KM 8 Q 70 A KM 1284 SNN ATUAL,ROD BR CENTO E CINQUENTA E TRES KM 8 Q 70 A KM 1284 SNN ATUAL,VILA BRASILIA,APARECIDA DE GOIANIA,GO,74911410,62,32553154,62,32554817,ATIVA,1,GRANDE,72000000,5,231
CAMBUCI S/A, 61.088.894/0008-84,,21/02/1979,4763602,Comércio varejista de artigos esportivos,2046,Sociedade Anônima Aberta ,AVENIDA,,GETULIO VARGAS,930,930,AV GETULIO VARGAS 930 930,CENTRO,SAO ROQUE,SP,18130430,41,991333342,11,47191387,ATIVA,0,GRANDE,236000000,17,318
COOPERATIVA DOS PRODUTORES DE CARNE E DERIVADOS DE GURUPI, 02.964.051/0001-69,COOPERFRIGU,03/02/1999,1011201,Frigorífico - abate de bovinos,2143,Cooperativa ,RUA,,E,917,,R E 917,VILA PEDROSO,GURUPI,TO,77433560,63,984039751,63,999382858,ATIVA,1,GRANDE,440000000,3,1551
BEBIDAS FRUKI S/A, 87.315.099/0001-07,,30/08/1971,1122401,Fabricação de refrigerantes,2054,Sociedade Anônima Fechada ,RODOVIA,,BR-386,KM 346,,RODOVIA BR-386 KM 346,HIDRAULICA,LAJEADO,RS,95900310,47,991861974,47,991935168,ATIVA,1,GRANDE,236000000,4,1079
SLC AGRICOLA S.A., 89.096.457/0001-55,,03/06/1977,161099,Atividades de apoio à agricultura não especificadas anteriormente,2046,Sociedade Anônima Aberta ,RUA,,BERNARDO PIRES,128,AND 5,R BERNARDO PIRES 128 AND 5,SANTANA,PORTO ALEGRE,RS,90620010,51,996043035,51,995454190,ATIVA,1,GRANDE,1500000000,7,456
SUMITOMO INDUSTRIAS PESADAS DO BRASIL LTDA., 12.525.361/0001-30,,28/07/2010,2815102,Fabricação de equipamentos de transmissão para fins industriais| exceto rolamentos,2062,Sociedade Empresária Limitada ,RODOVIA,DEPUTADO,DO ARCHIMEDES LAMMOGLIA,SP075,KM 26,DO ACUCAR,CHACARA SAO JOAO,ITU,SP,13312500,11,973570479,11,996235485,ATIVA,1,MÉDIA,41500000,4,179
LEAO ALIMENTOS E BEBIDAS LTDA., 76.490.184/0034-45,,07/11/2012,1033302,Fabricação de sucos de frutas| hortaliças e legumes| exceto concentrados,2062,Sociedade Empresária Limitada ,AVENIDA,PREFEITO,SAMUEL BATISTA CRUZ,9354,,AVENIDA PREFEITO SAMUEL BATISTA CRUZ 9354,CANIVETE,LINHARES,ES,29909010,11,38095244,27,33737325,ATIVA,0,GRANDE,1500000000,15,1269
CROMEX S/A, 02.271.463/0004-66,CROMEX,15/03/2005,2031200,Fabricação de resinas termoplásticas,2054,Sociedade Anônima Fechada ,AVENIDA,,PERIFERICA I - CIA,4312,PARTE B,AV PERIFERICA I - CIA 4312 PARTE B,CENTRO INDUST ARATU,SIMOES FILHO,BA,43700000,71,35949364,71,21049513,ATIVA,0,GRANDE,340000000,6,354
DYNA INDUSTRIA E COMERCIO LTDA., 61.354.148/0001-19,,25/07/1966,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2062,Sociedade Empresária Limitada ,RUA,BARAO,DO RIO BRANCO,208,,R BR DO RIO BRANCO 208,VILA CAVADAS,GUARULHOS,SP,7042010,11,950508482,11,950506545,ATIVA,1,GRANDE,120000000,4,940
CONDOMINIO DO EDIFICIO JARDIM BARRA DA TIJUCA, 29.273.109/0001-84,,19/03/1985,8112500,Condomínios prediais,3085,Condomínio Edilício ,AVENIDA,,DAS AMERICAS,2300,B PT,AV DAS AMERICAS 2300 B PT,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,22640101,21,33250494,21,24311725,ATIVA,1,MÉDIA,900000,,43
MINERACAO BORCHARDT LTDA, 05.574.666/0001-77,MINERACAO BORCHARDT,21/03/2003,2391503,Aparelhamento de placas e execução de trabalhos em mármore| granito| ardósia e outras pedras,2062,Sociedade Empresária Limitada ,RODOVIA,,ES 164,,KM 91 ZONA RURAL S N,ROD ES 164 KM 91 ZONA RURAL S N,AT MUTUM PRETO,ALTO MUTUM PRETO,ES,29737000,27,998499392,27,998499395,ATIVA,1,MÉDIA,6250000,2,48
HISPEX TECNOLOGIA EM ALUMINIO EIRELI, 04.956.796/0001-01,,15/03/2002,2441501,Produção de alumínio e suas ligas em formas primárias,2305,Empresa individual de responsabilidade limitada (de Natureza Empresária),RUA,,ARMANDINA BRAGA DE ALMEIDA,109,GALPAO B,R ARMANDINA BRAGA DE ALMEIDA 109 GALPAO B,JARDIM SANTA EMILIA,GUARULHOS,SP,7141003,11,24386418,11,24361033,ATIVA,1,GRANDE,56700000,1,145
DALLEMOLE ESTRUTURAS METALICAS LTDA, 92.278.209/0001-30,,12/08/1988,4120400,Construção de edifícios,2062,Sociedade Empresária Limitada ,RODOVIA,,VRS 814 SN,,KM 1,ROD VRS 814 SN KM 1,TRAVESSAO LAGOA BELA,FLORES DA CUNHA,RS,95270000,54,996904251,54,996909656,ATIVA,1,MÉDIA,12125000,2,281
DISTRIBOI - INDUSTRIA| COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA., 22.882.054/0001-60,DISTRIBOI,16/11/1987,4930202,Transporte rodoviário de carga| exceto produtos perigosos e mudanças| intermunicipal| interestadual ,2062,Sociedade Empresária Limitada ,AVENIDA,,SEISCENTOS E TRINTA E TRES,62,PRQ SAO PAULO,AV SEISCENTOS E TRINTA E TRES 62 PRQ SAO PAULO,ST INDUSTRIAL,VILHENA,RO,76980000,69,999918128,69,34240023,ATIVA,1,MÉDIA,12125000,2,6
TECNAUT INDUSTRIA E COMERCIO DE METAIS LTDA, 73.056.731/0001-22,TECNAUT,17/11/1993,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2062,Sociedade Empresária Limitada ,RODOVIA,MARECHAL,RONDON,,KM 254 CAIXA POSTAL 13,ROD MAL RONDON KM 254 CAIXA POSTAL 13,DISTRITO INDUSTRIAL,BOTUCATU,SP,18608840,14,997730362,14,38824660,ATIVA,1,GRANDE,12125000,3,525
JAD ZOGHEIB & CIA LTDA, 53.045.266/0001-17,,24/11/1983,4711302,Comércio varejista de mercadorias em geral| com predominância de produtos alimentícios - supermercad,2062,Sociedade Empresária Limitada ,AVENIDA,,GETULIO VARGAS,3,30,AV GETULIO VARGAS 3 30,SAMAMBAIA PARQUE RESIDENCIAL,BAURU,SP,17018000,15,998582455,15,998406259,ATIVA,1,GRANDE,1500000000,2,1845
JHOVINI MOVEIS LTDA, 72.322.811/0001-10,,08/06/1993,3101200,Fabricação de móveis com predominância de madeira,2062,Sociedade Empresária Limitada ,RUA,,LIDOVINO FRACALOSSI,180,,R LIDOVINO FRACALOSSI 180,S VALENTIM 2,BENTO GONCALVES,RS,95700000,54,34583100,54,34583131,ATIVA,1,MÉDIA,5750000,2,207
RECICLAGEM INDUSTRIA E COMERCIO DE SUB PRODUTOS DE ANIMAIS DO MATO GROSSO LTDA, 05.062.988/0001-37,,15/05/2002,1013902,Preparação de subprodutos do abate,2062,Sociedade Empresária Limitada ,RUA,,ACRE,,KM 15,R ACRE KM 15,23 DE SETEMBRO,VARZEA GRANDE,MT,78110798,65,996722682,65,996736239,ATIVA,1,GRANDE,90000000,2,375
CIMFLEX-INDUSTRIA E COMERCIO DE PLASTICOS LTDA, 07.009.980/0001-32,,02/09/2004,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2062,Sociedade Empresária Limitada ,RUA,,2,61,,RUA 2 61,PARQUE INDUSTRIAL,MARINGA,PR,87065112,44,991482041,44,991413979,ATIVA,1,MÉDIA,30000000,7,360
HENRICH E CIA LTDA., 89.238.133/0001-04,,18/08/1966,1531901,Fabricação de calçados de couro,2062,Sociedade Empresária Limitada ,RODOVIA,,BR 116,9600,,BR 116,KM 221,DOIS IRMAOS,RS,93950000,51,35855550,51,35641556,ATIVA,1,GRANDE,120000000,6,2180
EMPRESA CINEMATOGRAFICA ARACATUBA LTDA, 03.519.995/0001-90,,17/11/1999,5914600,Atividades de exibição cinematográfica,2062,Sociedade Empresária Limitada ,RUA,,JOAO PASSOS,702,,R JOAO PASSOS 702,CENTRO,BOTUCATU,SP,18600040,14,38153557,14,981533557,ATIVA,1,GRANDE,41500000,2,2
INDUSTRIAS ALIMENTICIAS LIANE LTDA, 59.478.198/0001-66,LIANE,13/09/1988,1094500,Fabricação de massas alimentícias,2062,Sociedade Empresária Limitada ,RODOVIA,,ASSIS CHATEAUBRIAND,,KM 455 MAIS 300 MTS,ROD ASSIS CHATEAUBRIAND KM 455 MAIS 300 MTS,VILA MARIA,PRESIDENTE PRUDENTE,SP,19053680,18,996508546,18,997795870,ATIVA,1,GRANDE,120000000,6,1797
TAPAJOS ALIMENTOS LTDA, 06.153.245/0003-05,TAPAJOS ALIMENTOS LTDA,02/08/2007,155501,Criação de frangos para corte,2062,Sociedade Empresária Limitada ,RODOVIA,,CUIABA SANTAREM GLEBA CONCESSAO DE BELTERRA B,,LOTE 08,ROD CUIABA SANTAREM GLEBA CONCESSAO DE BELTERRA B SN LOTE 08,CENTRO,BELTERRA,PA,68143000,91,32126666,93,35291735,ATIVA,0,MÉDIA,8900000,2,585
CELTA MOVEIS EIRELI, 09.317.970/0001-90,,18/01/2008,3101200,Fabricação de móveis com predominância de madeira,2305,Empresa individual de responsabilidade limitada (de Natureza Empresária),AVENIDA,,BENTO CAMARGO RIBAS,837,SAO CRISTOVAO PR,AV BENTO CAMARGO RIBAS 837 SAO CRISTOVAO PR,SAO CRISTOVAO,GUARAPUAVA,PR,85063000,42,984132485,42,999000586,ATIVA,1,MÉDIA,12125000,1,169
SANTA CLARA INDUSTRIA DE PASTA E PAPEL LTDA, 77.883.189/0001-32,,19/08/1966,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,2062,Sociedade Empresária Limitada ,ESTRADA,,RODEIO VELHO,,BRCAO INDUSTRIAL B,EST RODEIO VELHO SN BRCAO INDUSTRIAL B,SEDE,CANDOI,PR,85140000,42,32474000,41,32474000,ATIVA,1,MÉDIA,5250000,2,160
COOPERATIVA AGROINDUSTRIAL NOVA ALIANCA LTDA, 88.612.486/0001-60,,08/08/1966,1033302,Fabricação de sucos de frutas| hortaliças e legumes| exceto concentrados,2143,Cooperativa ,ESTRADA,,ESTRADA GERARDO SANTIN GUARESE,,SUBSL TRAVESSAO LAGOA BELA,ESTRADA GERARDO SANTIN GUARESE,LAGOA BELA,FLORES DA CUNHA,RS,95270000,54,991954661,54,999177605,ATIVA,1,GRANDE,172000000,3,408
COPAPA CIA PADUANA DE PAPEIS, 31.590.862/0001-45,COPAPA,18/08/1966,1721400,Fabricação de papel,2054,Sociedade Anônima Fechada ,,,JOSE HOMEM DA COSTA,635,635,JOSE HOMEM DA COSTA 635 635,C,SANTO ANTONIO DE PADUA,RJ,28470000,22,997340567,22,996127138,ATIVA,1,GRANDE,236000000,2,1182
ILP TEXTIL LTDA, 05.439.855/0001-37,ILP TEXTIL,18/12/2002,1359600,Fabricação de outros produtos têxteis não especificados anteriormente,2062,Sociedade Empresária Limitada ,RUA,,ASSIS BRASIL,100,100,R ASSIS BRASIL 100 100,ITAI,ELDORADO DO SUL,RS,92990000,51,34992697,41,999616845,ATIVA,1,MÉDIA,4750000,2,153
CONDOMINIO EDIFICIO FARIA LIMA FINANCIAL CENTER, 05.778.098/0001-26,EDIFICIO FARIA LIMA FINANCIAL CENTER,26/05/2003,8112500,Condomínios prediais,3085,Condomínio Edilício ,AVENIDA,BRIGADEIRO,FARIA LIMA,3400,,BRIGADEIRO FARIA LIMA,ITAIM BIBI,SAO PAULO,SP,4538133,11,37082290,11,30710412,ATIVA,1,PEQUENA,3800000,,11
SUPERMERCADO CARNEIRO LTDA, 55.322.150/0001-03,SUPERMERCADO CARNEIRO,07/01/1986,4711302,Comércio varejista de mercadorias em geral| com predominância de produtos alimentícios - supermercad,2062,Sociedade Empresária Limitada ,RUA,,ANANIAS DA C FREITAS,820,,R ANANIAS DA C FREITAS 820,CENTRO,PONTAL,SP,14180000,16,997153719,16,991314775,ATIVA,1,GRANDE,56700000,5,157
FLUID SYSTEM DO BRASIL S/A, 17.460.797/0001-02,,27/11/2012,2815102,Fabricação de equipamentos de transmissão para fins industriais| exceto rolamentos,2054,Sociedade Anônima Fechada ,RUA,,RUA IRACEMA LUCAS,705,GALPAOC,R RUA IRACEMA LUCAS 705 GALPAOC,DISTRITO INDUSTRIAL,VINHEDO,SP,13280000,19,38569300,,,ATIVA,1,GRANDE,30000000,3,323
KALLAS PORTO MARAVILHA EMPREENDIMENTOS IMOBILIARIOS S.A., 13.913.490/0001-69,,04/07/2011,5510801,Hotéis,2054,Sociedade Anônima Fechada ,RUA,,JOAO LOURENCO,432,SL 37,R JOAO LOURENCO 432 SL 37,VILA NOVA CONCEICAO,SAO PAULO,SP,4508030,11,33183318,,,ATIVA,1,GRANDE,7500000,6,55
KWP INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA, 08.646.288/0001-88,,11/01/2007,2229302,Fabricação de artefatos de material plástico para usos industriais,2062,Sociedade Empresária Limitada ,RUA,,MARCELINO JASINSKI,1561,,R MARCELINO JASINSKI 1561,TINDIQUERA,ARAUCARIA,PR,83708130,41,991490479,41,992565198,ATIVA,1,PEQUENA,2600000,6,152
SUPERMERCADO PORECATU LTDA, 72.954.308/0001-87,SUPERMERCADO PORECATU,19/12/1968,4711302,Comércio varejista de mercadorias em geral| com predominância de produtos alimentícios - supermercad,2062,Sociedade Empresária Limitada ,RUA,,AMAZONAS,4461,4427 4441,AMAZONAS,PATRIMONIO NOVO,VOTUPORANGA,SP,15500004,17,34266800,17,34266174,ATIVA,1,GRANDE,550000000,4,377
SMS STAMP INJET METALURGICA LTDA, 03.420.195/0001-17,,24/09/1999,2599399,Fabricação de outros produtos de metal não especificados anteriormente,2062,Sociedade Empresária Limitada ,RUA,,GUIA LOPES,1460,,R GUIA LOPES 1460,RONDONIA,NOVO HAMBURGO,RS,93425000,51,995487763,51,995281885,ATIVA,1,MÉDIA,8900000,4,396
NACIONAL GAS BUTANO DISTRIBUIDORA LTDA, 06.980.064/0001-82,,04/03/1976,4682600,Comércio atacadista de gás liquefeito de petróleo (GLP),2062,Sociedade Empresária Limitada ,PRACA,,DA IMPRENSA CHANCELER EDSON QUEIROZ,,GRUPO EDSON QUEIRO,PC DA IMPRENSA SN GRUPO EDSON QUEIRO,DIONISIO TORRES,FORTALEZA,CE,60135690,85,981408860,85,982252012,ATIVA,1,MÉDIA,12125000,15,376
RAMPINELLI ALIMENTOS LTDA, 79.416.541/0001-55,ARROZ RAMPINELLI,09/07/1986,1061901,Beneficiamento de arroz,2062,Sociedade Empresária Limitada ,RODOVIA,,ANTONIO VALMOR CANELA,2300,,ROD ANTONIO VALMOR CANELA 2300,SANGA DO COQUEIRO,FORQUILHINHA,SC,88850000,48,991049778,48,991240097,ATIVA,1,GRANDE,172000000,3,427
INDUSTRIA E COMERCIO DE MALHAS MH LTDA., 81.321.549/0001-80,,08/05/1989,1340502,Alvejamento| tingimento e torção em fios| tecidos| artefatos têxteis e peças do vestuário,2062,Sociedade Empresária Limitada ,RUA,,DAVID HORT,578,GALPAO,DAVID HORT,DOM JOAQUIM,BRUSQUE,SC,88359320,47,984079014,47,984079147,ATIVA,1,GRANDE,56700000,3,994
BEBIDAS POTY LTDA, 55.223.127/0002-42,REFRIGERANTES POTY,16/07/1993,1122401,Fabricação de refrigerantes,2062,Sociedade Empresária Limitada ,RODOVIA,,ABEL PINHO MAIA,,KM 12 5,ROD ABEL PINHO MAIA KM 12 5,ZONA RURAL,POTIRENDABA,SP,15105000,17,997713570,11,39382679,ATIVA,1,GRANDE,236000000,6,1084
P B ZANZINI & CIA LTDA, 54.113.683/0001-12,INDUSTRIA E COMERCIO DE MOVEIS ZANZINI,18/01/1985,3101200,Fabricação de móveis com predominância de madeira,2062,Sociedade Empresária Limitada ,RUA,,SEBASTIAO DE O LIMA,240,Q B,R SEBASTIAO DE O LIMA 240 Q B,ST INDUSTRIAL,DOIS CORREGOS,SP,17300000,14,997252388,14,997432989,ATIVA,1,GRANDE,41500000,5,640
NORSA REFRIGERANTES S.A, 07.196.033/0001-06,,23/03/1983,1122401,Fabricação de refrigerantes,2054,Sociedade Anônima Fechada ,AVENIDA,,WASHINGTON SOARES,55,AND 9 TORRE IGUATE,AV WASHINGTON SOARES 55 AND 9 TORRE IGUATE,EDSON QUEIROZ,FORTALEZA,CE,60811341,86,999478941,73,988808708,ATIVA,1,GRANDE,1500000000,8,455
NUTRIMILHO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA, 04.016.504/0001-50,,22/08/2000,1064300,Fabricação de farinha de milho e derivados| exceto óleos de milho,2062,Sociedade Empresária Limitada ,RODOVIA,,PR-317,7169,LOTE 206-B,RODOVIA PR 317 7169 LOTE 206-B,PARQUE INDUSTRIAL,MARINGA,PR,87065005,44,30260786,44,30251251,ATIVA,1,MÉDIA,30000000,2,142
ALUMINIO MARCOLAR LTDA, 43.066.372/0001-23,,19/08/1971,2593400,Fabricação de artigos de metal para uso doméstico e pessoal,2062,Sociedade Empresária Limitada ,ESTRADA,,DE SAPOPEMBA,2002,KM 43,DE SAPOPEMBA,SANTA LUZIA,RIBEIRAO PIRES,SP,9432300,11,997665315,11,20671299,ATIVA,1,MÉDIA,17230000,2,199
SALTON INDUSTRIA DE VIDROS LTDA, 89.291.850/0001-08,SALTON VIDROS,12/02/1978,2319200,Fabricação de artigos de vidro,2062,Sociedade Empresária Limitada ,AVENIDA,,JOAO CATTAPAN,1005,,AV JOAO CATTAPAN 1005,BOQUEIRAO,PASSO FUNDO,RS,99036000,54,33171699,54,33172653,ATIVA,1,MÉDIA,17230000,4,139
SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA BRASIL S.A., 84.684.182/0001-57,SOCIESC| ESCOLA TECNICA TUPY E COLEGIO TUPY,25/08/1971,8532500,Educação superior - graduação e pós-graduação,2054,Sociedade Anônima Fechada ,RUA,,ALBANO SCHMIDT,3333,,R ALBANO SCHMIDT 3333,BOA VISTA,JOINVILLE,SC,89206001,31,996748685,47,992542880,ATIVA,1,GRANDE,172000000,6,1497
CAFELANDIA EXTRACAO DE GRANITOS LTDA, 05.008.188/0001-38,,12/04/2002,810002,Extração de granito e beneficiamento associado,2062,Sociedade Empresária Limitada ,AVENIDA,PREF,MANOEL,,VL VL 166 AP 201,AV PREF MANOEL VL VL 166 AP 201,CENTRO,BARRA DE SAO FRANCISCO,ES,29800000,27,999484141,28,999860099,ATIVA,1,MÉDIA,2600000,2,34
ECOLAB QUIMICA LTDA, 00.536.772/0001-42,,07/02/1995,2061400,Fabricação de sabões e detergentes sintéticos,2062,Sociedade Empresária Limitada ,AVENIDA,,GUPE,10933,,AV GUPE 10933,JARDIM BELVAL,BARUERI,SP,6422120,54,999497621,66,999285624,ATIVA,1,GRANDE,12125000,6,803
